epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4352.37,1.02355,2.55219,1.52066,0.63798,0.82584,0.75858,0.52179,1.04506,2.27959,1.5664,0.00332894,0.00332894,0.00332894
2,8390.43,1.01386,1.60772,1.46341,0.70426,0.75893,0.77867,0.51581,1.06948,1.76051,1.62336,0.00659632,0.00659632,0.00659632
3,12252.9,1.06841,1.41536,1.49888,0.62837,0.77831,0.77309,0.51169,1.09893,1.3446,1.63516,0.0097977,0.0097977,0.0097977
4,16085.2,1.09101,1.28346,1.50553,0.67564,0.79166,0.78433,0.49584,1.26622,1.1356,1.81263,0.009703,0.009703,0.009703
5,19920.8,1.046,1.16452,1.47071,0.66769,0.81652,0.816,0.56971,1.0477,1.00017,1.5466,0.009604,0.009604,0.009604
6,23761.2,1.01344,1.08098,1.44498,0.75909,0.86747,0.88413,0.65751,0.92736,0.81105,1.45283,0.009505,0.009505,0.009505
7,27676.8,0.9812,1.04053,1.41962,0.75229,0.80708,0.86904,0.61173,1.05304,0.85804,1.55063,0.009406,0.009406,0.009406
8,31578.5,0.95817,1.00386,1.40634,0.77983,0.80118,0.88605,0.65657,0.96269,0.82724,1.49474,0.009307,0.009307,0.009307
9,35528.1,0.94637,0.96512,1.39355,0.79456,0.82234,0.88426,0.64581,0.95556,0.79754,1.46364,0.009208,0.009208,0.009208
10,39444.1,0.93083,0.93877,1.38027,0.76432,0.84024,0.88225,0.6813,0.84199,0.73908,1.36752,0.009109,0.009109,0.009109
11,43318.8,0.91442,0.92887,1.3747,0.84319,0.84477,0.91818,0.68601,0.9107,0.69616,1.40959,0.00901,0.00901,0.00901
12,47191.4,0.9099,0.90877,1.36966,0.81361,0.86451,0.91241,0.66969,0.93085,0.71853,1.43266,0.008911,0.008911,0.008911
13,51048.3,0.90023,0.90094,1.36333,0.80137,0.89931,0.90925,0.70875,0.84267,0.66339,1.34157,0.008812,0.008812,0.008812
14,54904.7,0.88434,0.88319,1.35118,0.82011,0.87121,0.92331,0.71201,0.85844,0.64428,1.34952,0.008713,0.008713,0.008713
15,58797.9,0.87885,0.87336,1.34637,0.84415,0.84775,0.91944,0.70259,0.8755,0.65992,1.36902,0.008614,0.008614,0.008614
16,62707.4,0.87101,0.85318,1.33842,0.82821,0.86544,0.912,0.71395,0.81012,0.67338,1.30771,0.008515,0.008515,0.008515
17,66771.5,0.86557,0.84838,1.34034,0.82071,0.88306,0.92041,0.71647,0.82604,0.62844,1.31792,0.008416,0.008416,0.008416
18,70937.7,0.85017,0.83493,1.32562,0.85317,0.8532,0.92391,0.72517,0.79905,0.62259,1.29063,0.008317,0.008317,0.008317
19,75185.7,0.8489,0.83191,1.32556,0.87075,0.85446,0.9273,0.72255,0.81522,0.61151,1.30995,0.008218,0.008218,0.008218
20,79673,0.83983,0.82165,1.31897,0.86297,0.85326,0.92595,0.7192,0.8279,0.60864,1.32901,0.008119,0.008119,0.008119
21,84186.1,0.83779,0.81463,1.31625,0.84973,0.89665,0.93531,0.72119,0.84185,0.58462,1.3293,0.00802,0.00802,0.00802
22,88713.2,0.83232,0.80774,1.31556,0.86274,0.88351,0.9292,0.7424,0.77629,0.59395,1.26578,0.007921,0.007921,0.007921
23,93139.7,0.82569,0.80064,1.30743,0.83679,0.86849,0.92589,0.71884,0.8245,0.60715,1.32094,0.007822,0.007822,0.007822
24,97576.5,0.82875,0.7963,1.31047,0.84145,0.89204,0.91838,0.71885,0.82102,0.59869,1.3114,0.007723,0.007723,0.007723
25,101905,0.81721,0.79159,1.30052,0.86791,0.89514,0.94091,0.74442,0.80034,0.5578,1.294,0.007624,0.007624,0.007624
26,105485,0.81322,0.78043,1.29635,0.85654,0.90001,0.93349,0.74784,0.76839,0.56368,1.24858,0.007525,0.007525,0.007525
27,108818,0.8076,0.77712,1.29702,0.81393,0.91587,0.92627,0.74223,0.77132,0.56685,1.24308,0.007426,0.007426,0.007426
28,112159,0.81386,0.77842,1.29697,0.86851,0.87824,0.9322,0.74593,0.77238,0.56829,1.25113,0.007327,0.007327,0.007327
29,115492,0.80057,0.76529,1.29037,0.86783,0.86868,0.93445,0.75022,0.76079,0.56019,1.24598,0.007228,0.007228,0.007228
30,118825,0.80155,0.75365,1.29265,0.85036,0.90628,0.93858,0.74357,0.78537,0.55395,1.27088,0.007129,0.007129,0.007129
31,122155,0.79181,0.75228,1.28632,0.84528,0.88268,0.93584,0.75027,0.74709,0.56325,1.2262,0.00703,0.00703,0.00703
32,125490,0.7925,0.75041,1.28713,0.82767,0.91383,0.93791,0.74919,0.76564,0.56164,1.24684,0.006931,0.006931,0.006931
