epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,15920.9,0.48561,0.44127,1.13085,0.9351,0.9526,0.96474,0.84989,0.51459,0.52086,0.91017,0.00050606,0.00050606,0.00050606
35,16368.4,0.50121,0.42934,1.13965,0.89792,0.96501,0.9527,0.83345,0.50304,0.61312,0.9033,0.000487729,0.000487729,0.000487729
36,16815.7,0.48322,0.43314,1.12546,0.94427,0.9637,0.98154,0.86121,0.51385,0.49457,0.92476,0.000469397,0.000469397,0.000469397
37,17260.5,0.4825,0.4153,1.12332,0.96083,0.95985,0.97806,0.8707,0.46136,0.45852,0.88869,0.000451066,0.000451066,0.000451066
38,17706.2,0.47822,0.41236,1.11981,0.94639,0.95738,0.96585,0.86778,0.46012,0.46469,0.85957,0.000432734,0.000432734,0.000432734
39,18148.6,0.46717,0.40916,1.11573,0.93771,0.96571,0.96905,0.85207,0.50034,0.48919,0.89487,0.000414403,0.000414403,0.000414403
40,18591.9,0.46777,0.40194,1.11031,0.94251,0.96571,0.96806,0.87074,0.46689,0.46672,0.87578,0.000396071,0.000396071,0.000396071
41,19031.7,0.45754,0.40941,1.10802,0.95193,0.96571,0.97719,0.85524,0.51829,0.46112,0.90455,0.00037774,0.00037774,0.00037774
42,19484.3,0.4665,0.38177,1.12116,0.9525,0.96459,0.95612,0.85256,0.47491,0.45119,0.86956,0.000359409,0.000359409,0.000359409
43,19940.5,0.44491,0.37135,1.09519,0.94102,0.96571,0.9775,0.88975,0.44996,0.40896,0.85283,0.000341077,0.000341077,0.000341077
44,20389.3,0.4435,0.36312,1.10152,0.94848,0.96571,0.97312,0.88012,0.47326,0.4162,0.87937,0.000322745,0.000322745,0.000322745
45,20838.7,0.45328,0.38034,1.09807,0.93795,0.95489,0.97395,0.88102,0.4711,0.42558,0.87369,0.000304414,0.000304414,0.000304414
46,21287.6,0.46648,0.37402,1.10936,0.95113,0.95738,0.95482,0.86116,0.4703,0.45547,0.87688,0.000286083,0.000286083,0.000286083
47,21736.7,0.45124,0.37579,1.10439,0.94557,0.95898,0.95716,0.85696,0.45801,0.45575,0.84251,0.000267751,0.000267751,0.000267751
48,22181.3,0.46118,0.36761,1.10291,0.9515,0.96571,0.97116,0.87169,0.47257,0.45378,0.85496,0.00024942,0.00024942,0.00024942
