epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1075.18,1.31673,2.34314,1.76186,0.50303,0.63768,0.44276,0.16099,2.00806,4.78782,2.89187,0.000368168,0.000368168,0.000368168
2,2174.87,1.30028,1.79486,1.72397,0.59725,0.56876,0.51485,0.26129,1.63417,2.30999,2.51346,0.00073119,0.00073119,0.00073119
3,3200.06,1.31247,1.60236,1.72741,0.59547,0.62523,0.58131,0.31322,1.49112,1.82279,2.31239,0.00108688,0.00108688,0.00108688
4,4176.93,1.29988,1.46408,1.7151,0.4834,0.59837,0.50949,0.27396,1.53723,1.59605,2.36852,0.001078,0.001078,0.001078
5,5152.84,1.2961,1.33734,1.69239,0.47741,0.78637,0.64153,0.35743,1.44749,1.4197,2.24566,0.001067,0.001067,0.001067
6,6122.47,1.29151,1.30703,1.69323,0.56444,0.79131,0.72578,0.35789,1.63139,1.38092,2.41658,0.00105601,0.00105601,0.00105601
7,7093.95,1.27674,1.29166,1.6814,0.58639,0.76722,0.66824,0.36594,1.50258,1.23587,2.21181,0.00104501,0.00104501,0.00104501
8,8060.89,1.26731,1.23957,1.66775,0.57444,0.8023,0.7215,0.41281,1.48866,1.14368,2.20758,0.00103401,0.00103401,0.00103401
9,8994.93,1.23866,1.20634,1.66021,0.59411,0.75948,0.7047,0.40266,1.45039,1.08831,2.15698,0.00102301,0.00102301,0.00102301
10,9931.54,1.25806,1.17231,1.66183,0.59313,0.76671,0.73788,0.4341,1.44807,1.07545,2.17574,0.00101201,0.00101201,0.00101201
11,10867.2,1.24053,1.17472,1.65703,0.69099,0.77979,0.75103,0.4368,1.4313,1.00613,2.13941,0.00100101,0.00100101,0.00100101
12,11830,1.2503,1.14016,1.65147,0.58926,0.78319,0.72793,0.41967,1.51126,1.02485,2.19866,0.000990012,0.000990012,0.000990012
13,12822,1.24878,1.14028,1.65994,0.54958,0.77997,0.70182,0.38746,1.51407,1.08247,2.21,0.000979013,0.000979013,0.000979013
14,13816.2,1.21635,1.10144,1.62691,0.63835,0.79998,0.76933,0.45127,1.42066,0.95087,2.14371,0.000968014,0.000968014,0.000968014
15,14811,1.22388,1.1224,1.6436,0.63543,0.84547,0.76855,0.43853,1.47754,0.96653,2.18333,0.000957015,0.000957015,0.000957015
